NUM TDA,NOMBRE DE TDA,CADENA,FORMATO,MUNICIPIO/CIUDAD,ESTADO,DIVISION,DEPOSITO / DISTRIBUIDOR,ESTRUCTURA,GRADO
627, Navy BigCenter,proveedor_1,GreatShop,Alive Aquamarine Stone,Lorgornna,SURESTE,Thothrilmar Ifonforge Industries,DISTRIBUIDORES,VI
628,High Navy GreatShop,proveedor_1,GreatShop,Dangerous Brown Waters,Arrodio,SUROESTE,Thoiomad Vocals,DISTRIBUIDORES,VI
630,Dangerous Black BigCenter,proveedor_1,GreatShop,Awful Chartreuse Jungle,Rodbare,SUROESTE,Thoiomad Vocals,DISTRIBUIDORES,VI
631,Clean Coral Fishmonger,proveedor_1,GreatShop,Little White Jungle,Egusco,PENÍNSULA,Valalar Aerospace,FORANEO,VI
632,Impressive Beige Tobacconist,proveedor_1,GreatShop,Enlightened Fuchsia Hole,Arrodio,SURESTE,Mararna Industrail,DISTRIBUIDORES,VI
633,Bizarre Navy CoffeShop,proveedor_1,GreatShop,Horrible Purple Tree,Lorgulgus,CENTRO-SUR,Gornalfrod Toughworks,DISTRIBUIDORES,IV
634,Empty Lavender Butcher,proveedor_1,GreatShop,New Green Applepie,Coalmar,SURESTE,Thothrilmar Ifonforge Industries,DISTRIBUIDORES,VI
635,Defiant Black Center,proveedor_1,GreatShop,Empty Maroon Creek,Alloralf,CENTRO,Elortho Aerospace,FORANEO,IV
636,Legendary Indigo Market,proveedor_1,GreatShop,Rare Brown Key,Coalmar,SURESTE,Arbarrus Gmbh,DISTRIBUIDORES,VI
643,Legendary Blue Market,proveedor_1,GreatShop,Great Chocolate Applepie,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
644,Interesting Violet BookShop,proveedor_1,Shop,Kicking Navy Peak,Mamoval,PENÍNSULA,Alfthrilal Vocals,FORANEO,VI
645,Tiny Khaki Deli,proveedor_1,GreatShop,New Green Dirt,Mamoval,PENÍNSULA,Alfthrilal Vocals,FORANEO,VI
648,Singing Olive Market,proveedor_1,GreatShop,Legendary Blue Comet,Alloralf,CENTRO,Elortho Aerospace,FORANEO,IV
649,Dirty Lemon Stationer,proveedor_1,Shop,Dirty Burgundy Barrier,Lorgornco,SURESTE,Malormad Corp.,FORANEO,IV
650,Dead Cyan Stationer,proveedor_1,GreatShop,Evil Chocolate Rock,Alloralf,METRO-NORTE,Thrilvallor Corp.,METRO,IV
651,Defiant Navy SuperMarket,proveedor_1,GreatShop,Dull Lime Valley,Mamoval,PENÍNSULA,Alfthrilal Vocals,FORANEO,VI
652,Clean Sea Green HairDresser,proveedor_1,GreatShop,Great Grey Capital,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
654,Little Magenta BigCenter,proveedor_1,GreatShop,Bloody Magenta Mud,Arrodio,SURESTE,Mararna Industrail,DISTRIBUIDORES,VI
655,Awful Grey HighShop,proveedor_1,GreatShop,Tall Dark Ship,Alloralf,METRO-NORTE,Emolor Vocals,METRO,IV
657,Dead Sea Green Grocery,proveedor_1,GreatShop,Bizarre White Shop,Coalmar,SURESTE,Mogulval Corp.,DISTRIBUIDORES,VI
658,Defiant Pink Deli,proveedor_1,GreatShop,Clean Aqua Soil,Egusgul,CENTRO-SUR,Erodmad Industrail,FORANEO,IV
659,Awful Black Butcher,proveedor_1,GreatShop,Angry Indigo Applepie,Arrodio,SURESTE,Mararna Industrail,DISTRIBUIDORES,VI
660,Awesome Yellow Stationer,proveedor_1,GreatShop,Enlightened Aquamarine Ledge,Coalmar,SURESTE,Arbarrus Gmbh,DISTRIBUIDORES,VI
661,Massive Black BigCom,proveedor_1,GreatShop,Funny Yellow Ship,Coalmar,SURESTE,Evitrus Inc.,DISTRIBUIDORES,VI
663,Old Lavender Cafe,proveedor_1,Shop,Big Chocolate Jungle,Mamoval,PENÍNSULA,Alfthrilal Vocals,FORANEO,VI
665,Great Green Mall,proveedor_1,Shop,Big Chocolate Jungle,Mamoval,PENÍNSULA,Alfthrilal Vocals,FORANEO,VI
667,Bad Golden Stationer,proveedor_1,GreatShop,Last Pink River,Alloralf,METRO-NORTE,Emolor Vocals,METRO,IV
668,Awful Indigo Center,proveedor_1,Shop, Purple Creek,Thrilvallor,CENTRO,Rusthomar Empire,FORANEO,IV
670,Great Indigo Center,proveedor_1,Shop,Funny Lemon Star,Magornmar,METRO-SUR,Thrilthoal Empire,METRO,V
671,Young Green Mall,proveedor_1,Shop,Legendary Burgundy Applepie,Arrodio,SURESTE,Mararna Industrail,DISTRIBUIDORES,VI
673,Alive Violet Tobacconist,proveedor_1,Shop,Rare Orange Applepie,Coalmar,SURESTE,Malormad Corp.,FORANEO,VI
700,Interesting Lemon Baker,proveedor_1,Shop,Awesome Violet Rock,Magornmar,METRO-SUR,Ioalfio Ifonforge Industries,METRO,V
701,Singing White HighShop,proveedor_1,GreatShop,Evil Chocolate Rock,Alloralf,METRO-NORTE,Thrilvallor Corp.,METRO,IV
702,Short Magenta Chemist,proveedor_1,GreatShop,Interesting Brown Tree,Alloralf,METRO-NORTE,Emolor Vocals,METRO,IV
703,Interesting Aqua TinyShop,proveedor_1,GreatShop,Kicking Red ,Arrodio,SURESTE,Mararna Industrail,DISTRIBUIDORES,VI
704,Clean Sea Green Mall,proveedor_1,Shop,Funny Lemon Star,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
705,Angry Green Florist,proveedor_1,Shop,Impressive Chartreuse Polis,Lorgulgus,CENTRO-SUR,Gorngusco Toughworks,FORANEO,IV
706,Dead Maroon Tobacconist,proveedor_1,Shop,Awesome Blue City,Thogulgul,SURESTE,Malormad Corp.,FORANEO,II
707,High Sea Green Mall,proveedor_1,Shop,Awesome Golden Jungle,Alfrusma,OCCIDENTE,Lorloralf Industrail,DISTRIBUIDORES,III
708,Impressive Orange Chemist,proveedor_1,Shop,Rare Orange Applepie,Coalmar,SURESTE,Eioval Aerospace,FORANEO,VI
143,Empty Turquoise Baker,proveedor_1,Shop,Clean Aqua Soil,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
176,Singing Burgundy Butcher,proveedor_1,Shop,Rare Brown Star,Gulalco,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,I
499,Defiant Crimson Tobacconist,proveedor_2,Grocery,First Golden Castle,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
1000,Horrible Sky Blue Deli,proveedor_2,Grocery,Long Lavender Butter,Alloralf,METRO-NORTE,Ioarco Corp.,METRO,IV
1001,Small Yellow Mall,proveedor_2,AllInOne,New Aqua Jungle,Alloralf,METRO-SUR,Barmaralf Inc.,METRO,IV
1002,Evil Blue Fishmonger,proveedor_2,AllInOne,Kicking Olive Applepie,Alloralf,METRO-NORTE,Thrilvallor Corp.,METRO,IV
1003,Dead Olive BookShop,proveedor_2,Leftorium,Last Burgundy Barrier,Mamoval,PENÍNSULA,Alfthrilal Vocals,FORANEO,VI
1004,Horrible Navy TallMarket,proveedor_2,AllInOne,Legendary Brown Beach,Mamoval,PENÍNSULA,Alfthrilal Vocals,FORANEO,VI
1005,Enlightened Violet BigCenter,proveedor_2,AllInOne,Big Chocolate Jungle,Mamoval,PENÍNSULA,Alfthrilal Vocals,FORANEO,VI
1006,Last Dark BigCenter,proveedor_2,AllInOne,Awful Fuchsia Tower,Alfthrilmad,NOROESTE,Argullor Ifonforge Industries,FORANEO,II
1007,Bizarre Green Bank,proveedor_2,Leftorium,Little Orange Hole,Gulvitval,NORESTE,Thrilmamad Vocals,FORANEO,II
1008,Dangerous Pink Stationer,proveedor_2,AllInOne,Long Chocolate Barrier,Alloralf,CENTRO,Movitalf Empire,DISTRIBUIDORES,IV
1015,Clean Turquoise Chemist,proveedor_2,Leftorium,High Dark Rock,Erodmo,BAJÍO,Gornalfmo Inc.,FORANEO,III
1016,Tiny Pink Mall,proveedor_2,Leftorium,Great Golden Applepie,Egusco,PENÍNSULA,Valalar Aerospace,FORANEO,VI
1017,Enlightened Burgundy BigCom,proveedor_2,AllInOne,Great Golden Applepie,Egusco,PENÍNSULA,Valalar Aerospace,FORANEO,VI
1018,New Chartreuse TallMarket,proveedor_2,AllInOne,Dull Chocolate Town,Egusgul,CENTRO-SUR,Erodmad Industrail,FORANEO,IV
1019,Massive Pink Butcher,proveedor_2,AllInOne,High Chartreuse Empire,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
1020,Big Burgundy Florist,proveedor_2,GipsyTrade,Little Silver Polis,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
1022,Funny Purple Leftorium,proveedor_2,Leftorium,Old Sea Green Soil,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
1023,Young Orange Chemist,proveedor_2,AllInOne,Kicking Red ,Arrodio,SURESTE,Mararna Industrail,DISTRIBUIDORES,VI
1024,Interesting Navy TinyShop,proveedor_2,AllInOne,Awesome Grey Baton,Namobar,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
1025,Dead Purple AllInOne,proveedor_2,AllInOne,Tiny Purple Creek,Thrilvallor,CENTRO,Rusthomar Empire,FORANEO,IV
1026, Green Grocery,proveedor_2,AllInOne,Tiny Azure Asteroid,Lorvalmo,BAJÍO,Argule Ifonforge Industries,FORANEO,IV
1027,Clean Lavender TinyShop,proveedor_2,Leftorium,Funny Grey Jungle,Barthovit,NORESTE,Thrilmamad Vocals,FORANEO,II
1028,Funny Turquoise Fishmonger,proveedor_2,AllInOne,Dirty Azure Shop,Momamo,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
1029,Massive Silver Shop,proveedor_2,AllInOne,Dead Olive Rock,Arrodio,SURESTE,Mararna Industrail,DISTRIBUIDORES,VI
1030,Old Chocolate Market,proveedor_2,SmallShop,Rare Crimson Hole,Alloralf,METRO-SUR,Barmaralf Inc.,METRO,IV
1031,Enlightened Navy Deli,proveedor_2,Leftorium,Kicking Red ,Arrodio,SURESTE,Mararna Industrail,DISTRIBUIDORES,VI
1032,Evil Magenta GreatShop,proveedor_2,Leftorium,Horrible Chartreuse Mud,Alloralf,METRO-NORTE,Emolor Vocals,METRO,IV
1033,Legendary White Grocery,proveedor_2,AllInOne,Tall Cyan Key,Barthovit,NORESTE,Thrilmamad Vocals,FORANEO,II
1034,Enlightened Orange BigCom,proveedor_2,AllInOne,Alive Blue Baton,Momamo,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
1035,High Blue Grocery,proveedor_2,AllInOne,Enlightened Sea Green Butter,Thrilvallor,CENTRO,Vitena Vocals,FORANEO,IV
1036,Evil Blue SmallShop,proveedor_2,AllInOne,Great Golden Applepie,Egusco,PENÍNSULA,Valalar Aerospace,FORANEO,VI
1037,Young Sky Blue Center,proveedor_2,AllInOne,Alive Azure Tower,Mobartho,PENÍNSULA,Valarar Toughworks,FORANEO,VI
1038,Small Azure Cafe,proveedor_2,AllInOne,First Blue Rock,Mamoval,PENÍNSULA,Alfthrilal Vocals,FORANEO,VI
1039,Short Fuchsia SuperMarket,proveedor_2,GipsyTrade, Purple Creek,Thrilvallor,CENTRO,Vitena Vocals,FORANEO,IV
1044,Dead Lemon Tobacconist,proveedor_2,Leftorium,Long Lavender Butter,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
1045,Enlightened Salmon BookShop,proveedor_2,Leftorium,Clean Aqua Soil,Egusgul,CENTRO-SUR,Erodmad Industrail,FORANEO,IV
1046,Singing Cyan SmallShop,proveedor_2,AllInOne,Rare Orchid Valley,Eemar,SURESTE,Malormad Corp.,FORANEO,II
1047,Interesting Golden Mall,proveedor_2,Grocery,Old Beige Bay,Alfrusma,OCCIDENTE,Lorgulbar Inc.,DISTRIBUIDORES,III
1048,First Chartreuse Tobacconist,proveedor_2,Grocery,Bizarre Sea Green Stone,Alfrusma,OCCIDENTE,Navallor Gmbh,FORANEO,III
1049,Funny Blue Grocery,proveedor_2,AllInOne,Dead Orchid Stone,Alfthrilmad,NOROESTE,Argullor Ifonforge Industries,FORANEO,II
1050,Clean Purple Center,proveedor_2,Grocery,Bloody Beige Tree,Lorvalmo,BAJÍO,Thrilear Industrail,FORANEO,IV
1051,Bizarre Red Mall,proveedor_2,AllInOne,Defiant Brown Valley,Gulalco,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,I
1053,Young Maroon Chemist,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
1054,Angry Yellow Butcher,proveedor_2,Leftorium,Enlightened Violet Capital,Namobar,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
1055, Salmon HighShop,proveedor_2,AllInOne,Horrible Dark Butter,Coalmar,SURESTE,Arbarrus Gmbh,DISTRIBUIDORES,VI
1056,Awesome Orange Jeweller,proveedor_2,AllInOne,Bizarre Navy Creek,Lorgulgus,CENTRO-SUR,Thorusrus Vocals,DISTRIBUIDORES,IV
1057,Funny Grey Cafe,proveedor_2,AllInOne,Tiny Violet Empire,Lorgulgus,CENTRO-SUR,Rusrusma Gmbh,DISTRIBUIDORES,IV
1058,Old Coral BigCom,proveedor_2,AllInOne,Rare Brown Baton,Alfrusma,OCCIDENTE,Lorloralf Industrail,DISTRIBUIDORES,III
1059,Awful Yellow Convenience,proveedor_2,Grocery,Rare Blue River,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
1067,Interesting Orchid HairDresser,proveedor_2,Leftorium,Horrible Purple Tree,Lorgulgus,CENTRO-SUR,Gorngusco Toughworks,FORANEO,IV
1068,Short Olive Fishmonger,proveedor_2,AllInOne,Long Magenta Peak,Nabargus,BAJÍO,Rusloralf Inc.,DISTRIBUIDORES,III
1069,Last Aquamarine Laundrette,proveedor_2,SmallShop,Bloody Yellow Town,Alloralf,METRO-SUR,Barmaralf Inc.,METRO,IV
1072,Interesting Cyan BigCom,proveedor_2,SmallShop,New Aqua Bay,Arrodio,SURESTE,Mararna Industrail,DISTRIBUIDORES,VI
1073,Alive White GipsyTrade,proveedor_2,AllInOne,Angry Navy Bay,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
1074,Funny White GreatShop,proveedor_2,GipsyTrade,Legendary Orange Dirt,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
1075,Kicking Navy Florist,proveedor_2,GipsyTrade,Awful Beige ,Alloralf,CENTRO,Elortho Aerospace,FORANEO,IV
1077,Long Khaki Shop,proveedor_2,SmallShop,Dangerous Black Ledge,Thrilvallor,CENTRO,Naargul Inc.,DISTRIBUIDORES,IV
1081,Long Coral Fishmonger,proveedor_2,SmallShop,Little Pink Castle,Lorgornco,CENTRO,Rusbarar Industrail,DISTRIBUIDORES,IV
1082,Horrible White Tobacconist,proveedor_2,AllInOne,Rare Turquoise Rock,Rodbare,SUROESTE,Elore Toughworks,DISTRIBUIDORES,VI
1084,Enlightened Chartreuse Grocery,proveedor_2,Leftorium,Legendary Brown Beach,Mamoval,PENÍNSULA,Alfthrilal Vocals,FORANEO,VI
1086,Dull Navy Shop,proveedor_2,AllInOne,Evil Azure Metropolis,Erodmo,BAJÍO,Rusloralf Inc.,DISTRIBUIDORES,III
1087,Evil Yellow Leftorium,proveedor_2,AllInOne,Interesting Chocolate Beach,Alfrusma,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
1088,Last Aqua GipsyTrade,proveedor_2,AllInOne, Red ,Rodbare,SUROESTE,Gornmoco Corp.,DISTRIBUIDORES,VI
1089,Legendary Chartreuse AllInOne,proveedor_2,AllInOne,Old Golden Vessel,Lorgornna,SUROESTE,Lorgornlor Vocals,DISTRIBUIDORES,VI
1100,Impressive Green Bank,proveedor_2,GipsyTrade,Evil Azure Metropolis,Erodmo,BAJÍO,Rusloralf Inc.,DISTRIBUIDORES,III
1101,Bloody Orchid LunchHall,proveedor_2,AllInOne,Dull White Metropolis,Arrodio,SURESTE,Mararna Industrail,DISTRIBUIDORES,VI
1103,Legendary Brown Chemist,proveedor_2,AllInOne,Alive Blue Baton,Momamo,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
1104,Young Olive Tobacconist,proveedor_2,AllInOne, Fuchsia Peak,Lorgornco,CENTRO,Rusbarar Industrail,DISTRIBUIDORES,IV
1105,Short Aquamarine Shop,proveedor_2,AllInOne,Angry Azure Waters,Barthovit,NORESTE,Thrilmamad Vocals,FORANEO,II
1107,Impressive Green Baker,proveedor_2,Leftorium,New Aqua Jungle,Alloralf,METRO-SUR,Barmaralf Inc.,METRO,IV
1108,Kicking Magenta BigCenter,proveedor_2,Leftorium,Singing Grey Empire,Alfrusma,OCCIDENTE,Barthrilal Vocals,FORANEO,III
1109,Dead Magenta Laundrette,proveedor_2,AllInOne,Great Turquoise Creek,Alloralf,METRO-SUR,Barmaralf Inc.,METRO,IV
1110,Young Orange LunchHall,proveedor_2,AllInOne,Evil Chocolate Rock,Alloralf,METRO-NORTE,Thrilvallor Corp.,METRO,IV
1111,Bad Blue Stationer,proveedor_2,AllInOne,Last Magenta Pine,Lorgornco,CENTRO,Vitgusmad Industrail,DISTRIBUIDORES,IV
1112,Awesome Sky Blue Market,proveedor_2,GipsyTrade,Defiant Violet Beach,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
1113,Tall Sky Blue Chemist,proveedor_2,SmallShop,Little Lime Vessel,Marcotho,BAJÍO,Marodio Vocals,FORANEO,III
1119,Singing Brown CoffeShop,proveedor_2,Leftorium,High Chartreuse Empire,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
1120,Tiny Green GreatShop,proveedor_2,SmallShop,Dead Fuchsia Waters,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
1121,High Golden Convenience,proveedor_2,SmallShop,Defiant Violet Beach,Eemar,METRO-NORTE,Thrilarbar Toughworks,METRO,II
1122,Enlightened Red Convenience,proveedor_2,SmallShop,Enlightened Lime Star,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
1123,Great Black Florist,proveedor_2,SmallShop,Small Golden Comet,Alfrusma,OCCIDENTE,Lorlorval Gmbh,DISTRIBUIDORES,III
1124,Evil Chocolate Center,proveedor_2,AllInOne,Legendary Brown Beach,Mamoval,PENÍNSULA,Alfthrilal Vocals,FORANEO,VI
1125,Enlightened Orange Fishmonger,proveedor_2,SmallShop,Small Indigo Key,Lorgornco,CENTRO,Vitgusmad Industrail,DISTRIBUIDORES,IV
1126,Big Dark Fishmonger,proveedor_2,Grocery,Angry Navy Empire,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
1129,Bizarre Dark Grocery,proveedor_2,TinyShop,Tiny Chocolate River,Alloralf,METRO-NORTE,Ioarco Corp.,METRO,IV
1130,Clean Olive Market,proveedor_2,Leftorium,Rare Navy Dirt,Rodbare,SUROESTE,Thoiomad Vocals,DISTRIBUIDORES,VI
1131,Short Lavender TinyShop,proveedor_2,Grocery,Empty Chartreuse Butter,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
1132,Legendary Indigo CoffeShop,proveedor_2,AllInOne,Great Indigo Stone,Alfrusma,OCCIDENTE,Barthrilal Vocals,FORANEO,III
1133,Dangerous Red Mall,proveedor_2,AllInOne,Evil Orchid Bay,Lorgornna,SUROESTE,Lorgornlor Vocals,DISTRIBUIDORES,VI
1138,Dead Fuchsia Mall,proveedor_2,Leftorium,Bad Orange Barrier,Madgulrus,NOROESTE,Rodthrilvit Vocals,FORANEO,II
1139,Small Cyan LunchHall,proveedor_2,Leftorium,Young White Tower,Barthovit,NORESTE,Thrilmamad Vocals,FORANEO,II
1140,Impressive Magenta Chemist,proveedor_2,Leftorium,Angry Chocolate Pine,Emarrus,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
1142,Awful Navy Jeweller,proveedor_2,AllInOne,Enlightened Brown City,Alloralf,CENTRO,Elortho Aerospace,FORANEO,IV
1143,Alive Sea Green Butcher,proveedor_2,AllInOne,Alive Navy Rock,Thrilvallor,SURESTE,Evitrus Inc.,DISTRIBUIDORES,IV
1147,Bizarre Pink BookShop,proveedor_2,GipsyTrade,Singing Grey Empire,Alfrusma,OCCIDENTE,Barthrilal Vocals,FORANEO,III
1150,Old Red Stationer,proveedor_2,AllInOne,Tiny Chocolate River,Alloralf,METRO-NORTE,Ioarco Corp.,METRO,IV
1151,Angry Indigo TinyShop,proveedor_2,AllInOne,Long Pink Peak,Alflorval,CENTRO,Gornmadvit Industrail,DISTRIBUIDORES,IV
1152,Alive Chocolate HighShop,proveedor_2,SmallShop,Angry Indigo Applepie,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
1154,Tall Silver BigCom,proveedor_2,SmallShop,Big Purple Key,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
1158,Clean Pink Fishmonger,proveedor_2,Grocery,Big Silver Burgo,Coalmar,SURESTE,Mogulval Corp.,DISTRIBUIDORES,VI
1159,Short Yellow Tobacconist,proveedor_2,GipsyTrade,Massive Turquoise Rock,Lorvalmo,BAJÍO,Argule Ifonforge Industries,FORANEO,IV
1160,Big Grey BigCom,proveedor_2,GipsyTrade,Impressive Violet Baton,Alloralf,CENTRO,Elortho Aerospace,FORANEO,IV
1161,Great Magenta Cafe,proveedor_2,AllInOne,Big Coral Polis,Alloralf,METRO-SUR,Barmaralf Inc.,METRO,IV
1162,Enlightened Azure Tobacconist,proveedor_2,SmallShop,Little Navy Town,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
1163,Dirty Aquamarine HairDresser,proveedor_2,SmallShop,Little Fuchsia Hole,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
1165,Bad Coral Deli,proveedor_2,SmallShop,Enlightened Aquamarine Ledge,Coalmar,SURESTE,Arbarrus Gmbh,DISTRIBUIDORES,VI
1166,New Crimson Chemist,proveedor_2,SmallShop,Alive Sky Blue Hole,Coalmar,SURESTE,Valrodgus Vocals,DISTRIBUIDORES,VI
1167,Awful Magenta CoffeShop,proveedor_2,SmallShop,Great Salmon Vessel,Coalmar,SURESTE,Evitrus Inc.,DISTRIBUIDORES,VI
1168,Rare Sky Blue Leftorium,proveedor_2,SmallShop,Bizarre Lemon Pine,Lorvalmo,BAJÍO,Thrilear Industrail,FORANEO,IV
1169,Awful Blue Shop,proveedor_2,Leftorium,Last Pink River,Alloralf,METRO-NORTE,Emolor Vocals,METRO,IV
1170,Bad Coral Convenience,proveedor_2,Leftorium,Dead Olive Star,Madgulrus,NOROESTE,Lorvalval Inc.,FORANEO,II
1171,Rare Black CoffeShop,proveedor_2,Leftorium,Long Chocolate Barrier,Alloralf,CENTRO,Movitalf Empire,DISTRIBUIDORES,IV
1174,Funny Orange Leftorium,proveedor_2,AllInOne,Enlightened Silver Castle,Coalmar,SURESTE,Valrodgus Vocals,DISTRIBUIDORES,VI
1175,Defiant Black Stationer,proveedor_2,Grocery,First Coral Jungle,Erodmo,BAJÍO,Lorrodthril Corp.,FORANEO,III
1176,Bad Purple HairDresser,proveedor_2,AllInOne,Young Lemon Stone,Nabargus,BAJÍO,Marodio Vocals,FORANEO,III
1177,Angry Pink Grocery,proveedor_2,AllInOne,Big Turquoise Beach,Alloralf,CENTRO,Elortho Aerospace,FORANEO,IV
1178, Magenta Deli,proveedor_2,Grocery,First Coral Jungle,Erodmo,BAJÍO,Lorrodthril Corp.,FORANEO,III
1179,Impressive Aqua Center,proveedor_2,AllInOne,Singing Grey Empire,Alfrusma,OCCIDENTE,Barthrilal Vocals,FORANEO,III
1180,Kicking Azure Florist,proveedor_2,AllInOne,Interesting Brown Applepie,Lorgornna,SURESTE,Thothrilmar Ifonforge Industries,DISTRIBUIDORES,VI
1181,Bad Aqua Cafe,proveedor_2,AllInOne,Evil Azure Metropolis,Erodmo,BAJÍO,Rusloralf Inc.,DISTRIBUIDORES,III
1182,Evil White GipsyTrade,proveedor_2,Grocery,Angry Navy Empire,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
1190,Dull Lemon GreatShop,proveedor_2,SmallShop,Dull Golden ,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
1191,Small Aquamarine GipsyTrade,proveedor_2,SmallShop,Kicking Burgundy Asteroid,Alfrusma,OCCIDENTE,Navallor Gmbh,FORANEO,III
1192,Interesting Olive Deli,proveedor_2,BigCom,Enlightened Dark Empire,Magornmar,METRO-SUR,Ioalfio Ifonforge Industries,METRO,V
1193,Angry Lime Stationer,proveedor_2,SmallShop,Angry Khaki Ledge,Coalmar,SURESTE,Thothrilmar Ifonforge Industries,DISTRIBUIDORES,VI
1194,Interesting Chocolate SuperMarket,proveedor_2,SmallShop, Sea Green Baton,Alloralf,CENTRO,Elortho Aerospace,FORANEO,IV
1195,Awesome Sea Green BigCom,proveedor_2,Leftorium,Evil Azure Metropolis,Erodmo,BAJÍO,Rusloralf Inc.,DISTRIBUIDORES,III
1196,Bizarre Golden Leftorium,proveedor_2,GipsyTrade,First Salmon Rock,Lorvalmo,BAJÍO,Argule Ifonforge Industries,FORANEO,IV
1199,Bloody White CoffeShop,proveedor_2,AllInOne,Clean Golden Dirt,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
1201,Bad Olive BigCenter,proveedor_2,AllInOne,Evil Chocolate Rock,Alloralf,METRO-NORTE,Thrilvallor Corp.,METRO,IV
1202,Horrible Sea Green BigCom,proveedor_2,Leftorium,Big Coral Polis,Alloralf,METRO-SUR,Barmaralf Inc.,METRO,IV
1203,Dead Indigo BigCom,proveedor_2,Leftorium,Evil Chocolate Rock,Alloralf,METRO-NORTE,Thrilvallor Corp.,METRO,IV
1204,Alive Pink SmallShop,proveedor_2,Leftorium,Awful Fuchsia Tower,Alfthrilmad,NOROESTE,Argullor Ifonforge Industries,FORANEO,II
1205,Little Olive TallMarket,proveedor_2,Leftorium,Awesome Blue City,Thogulgul,SURESTE,Malormad Corp.,FORANEO,II
1206,High Coral Bank,proveedor_2,Leftorium,Great Beige River,Thogulgul,NORESTE,Thrilmamad Vocals,FORANEO,II
1212,First Navy Fishmonger,proveedor_2,BigCom,Enlightened Dark Empire,Magornmar,METRO-SUR,Ioalfio Ifonforge Industries,METRO,V
1213,Angry Sky Blue Tobacconist,proveedor_2,Grocery,Little Silver Polis,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
1214,Bloody Fuchsia TinyShop,proveedor_2,Grocery,Little Silver Polis,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
1216,Small Lemon Mall,proveedor_2,Grocery,Little Silver Polis,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
1217,Singing Olive HighShop,proveedor_2,Grocery,Empty Chartreuse Butter,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
1218,Small Orchid Tobacconist,proveedor_2,Grocery,Evil Azure Metropolis,Erodmo,BAJÍO,Rusloralf Inc.,DISTRIBUIDORES,III
1219,Young Sea Green Convenience,proveedor_2,Grocery,Evil Azure Metropolis,Erodmo,BAJÍO,Rusloralf Inc.,DISTRIBUIDORES,III
1220,First Burgundy Grocery,proveedor_2,Grocery,Evil Azure Metropolis,Erodmo,BAJÍO,Rusloralf Inc.,DISTRIBUIDORES,III
1221,Bad Grey LunchHall,proveedor_2,Grocery,Horrible Purple Tree,Lorgulgus,CENTRO-SUR,Gorngusco Toughworks,FORANEO,IV
1222,Young Brown Deli,proveedor_2,Grocery,Horrible Purple Tree,Lorgulgus,CENTRO-SUR,Gorngusco Toughworks,FORANEO,IV
1223,Empty Green Florist,proveedor_2,Grocery,Horrible Purple Tree,Lorgulgus,CENTRO-SUR,Gorngusco Toughworks,FORANEO,IV
1224,Evil Red Cafe,proveedor_2,Grocery,Singing Grey Empire,Alfrusma,OCCIDENTE,Barthrilal Vocals,FORANEO,III
